Age,Gender,Time_Spent,Product_Category,Number_of_Items_Viewed,Device_Used,Purchased
49,Male,48,Clothing,8,Tablet,1
53,Female,42,Clothing,12,Tablet,0
20,Female,40,Electronics,3,Tablet,0
55,Male,45,Electronics,19,Desktop,0
44,Female,33,Books,17,Tablet,1
36,Male,29,Clothing,10,Tablet,1
19,Female,28,Electronics,5,Desktop,1
56,Male,45,Clothing,14,Tablet,0
62,Male,13,Books,19,Tablet,0
23,Male,45,Electronics,16,Tablet,1
55,Male,15,Books,12,Mobile,1
52,Male,15,Electronics,2,Mobile,0
33,Male,28,Electronics,8,Tablet,0
36,Male,32,Clothing,11,Mobile,0
24,Female,41,Books,10,Mobile,0
19,Male,43,Clothing,17,Desktop,1
45,Male,42,Books,4,Tablet,1
35,Female,10,Clothing,1,Tablet,1
61,Male,38,Electronics,14,Tablet,1
26,Male,9,Books,4,Mobile,0
32,Male,45,Clothing,11,Desktop,1
44,Male,9,Electronics,19,Tablet,1
20,Female,40,Electronics,2,Tablet,1
37,Female,38,Books,8,Mobile,0
46,Male,31,Books,17,Desktop,1
61,Female,12,Electronics,14,Tablet,1
52,Female,31,Books,8,Tablet,0
35,Male,30,Electronics,11,Desktop,0
63,Female,45,Books,2,Tablet,1
41,Male,32,Books,14,Tablet,0
55,Female,33,Books,2,Tablet,0
24,Female,17,Books,6,Mobile,0
64,Female,18,Electronics,19,Mobile,0
32,Female,27,Clothing,14,Desktop,0
37,Male,16,Books,7,Tablet,0
31,Male,21,Books,7,Mobile,1
48,Female,13,Clothing,11,Desktop,1
24,Male,7,Clothing,14,Mobile,0
19,Male,49,Electronics,15,Mobile,1
43,Male,5,Clothing,11,Mobile,1
49,Female,33,Clothing,7,Mobile,0
35,Male,42,Clothing,6,Desktop,1
23,Female,21,Books,19,Mobile,0
36,Female,17,Clothing,12,Tablet,0
43,Male,49,Electronics,2,Desktop,1
51,Female,31,Books,4,Tablet,1
42,Male,31,Electronics,10,Desktop,1
33,Male,43,Clothing,10,Tablet,1
34,Female,7,Books,17,Tablet,1
24,Female,25,Books,13,Tablet,1
26,Male,17,Electronics,16,Mobile,1
27,Male,49,Clothing,19,Tablet,0
33,Male,42,Clothing,17,Mobile,0
34,Male,33,Books,6,Mobile,0
31,Female,21,Clothing,2,Mobile,0
25,Male,14,Electronics,1,Desktop,1
30,Female,47,Electronics,19,Desktop,1
22,Female,25,Clothing,1,Tablet,0
57,Male,13,Books,1,Desktop,1
22,Female,46,Electronics,5,Desktop,0
35,Female,34,Clothing,14,Tablet,0
47,Male,48,Clothing,6,Desktop,0
56,Male,11,Clothing,17,Tablet,1
43,Female,42,Books,7,Tablet,1
29,Female,49,Clothing,18,Desktop,1
52,Female,32,Electronics,8,Desktop,1
63,Female,8,Electronics,1,Tablet,0
59,Female,40,Electronics,13,Mobile,1
56,Male,33,Clothing,17,Desktop,1
19,Male,36,Electronics,1,Mobile,1
44,Male,19,Electronics,15,Desktop,0
28,Female,19,Books,13,Tablet,1
48,Female,9,Clothing,9,Tablet,1
35,Male,8,Clothing,15,Desktop,1
63,Female,30,Electronics,6,Desktop,1
45,Female,49,Electronics,11,Tablet,0
39,Male,44,Books,15,Mobile,1
58,Female,5,Electronics,12,Mobile,0
39,Male,18,Books,14,Mobile,1
30,Female,6,Electronics,10,Tablet,0
38,Female,33,Clothing,1,Desktop,0
59,Female,42,Books,13,Mobile,1
56,Female,10,Electronics,8,Tablet,1
62,Male,19,Electronics,4,Tablet,0
22,Male,12,Electronics,2,Mobile,1
52,Male,42,Clothing,7,Tablet,1
49,Female,22,Books,4,Desktop,0
48,Male,23,Clothing,14,Tablet,1
24,Male,24,Electronics,11,Desktop,0
30,Female,36,Clothing,19,Desktop,0
33,Male,39,Electronics,10,Desktop,0
48,Male,49,Electronics,1,Desktop,1
64,Male,44,Electronics,6,Mobile,1
21,Female,31,Electronics,9,Desktop,0
47,Male,7,Electronics,2,Mobile,0
43,Female,29,Clothing,15,Mobile,0
62,Male,26,Books,10,Desktop,0
34,Female,46,Clothing,15,Tablet,1
54,Female,30,Electronics,4,Desktop,1
35,Male,27,Electronics,14,Tablet,0
24,Female,10,Books,18,Desktop,0
26,Male,16,Electronics,3,Mobile,1
34,Female,39,Electronics,3,Tablet,0
41,Female,6,Clothing,15,Tablet,0
52,Male,29,Electronics,7,Tablet,1
26,Male,15,Clothing,4,Tablet,0
52,Female,24,Books,2,Desktop,0
44,Male,42,Electronics,1,Mobile,1
64,Female,19,Books,18,Tablet,0
22,Male,29,Clothing,6,Desktop,1
33,Female,42,Books,17,Desktop,1
34,Male,5,Books,8,Tablet,0
57,Female,41,Books,4,Mobile,1
29,Male,35,Books,14,Desktop,1
54,Male,19,Electronics,19,Mobile,0
18,Female,6,Clothing,4,Desktop,1
38,Male,38,Electronics,16,Desktop,0
19,Male,16,Clothing,17,Tablet,0
25,Female,37,Clothing,8,Mobile,0
38,Female,42,Clothing,14,Mobile,1
55,Male,46,Books,15,Desktop,0
22,Female,36,Electronics,1,Desktop,0
31,Female,24,Books,9,Desktop,0
39,Male,43,Electronics,1,Mobile,1
19,Male,34,Books,19,Mobile,0
41,Female,48,Electronics,8,Mobile,0
56,Female,21,Books,14,Tablet,0
58,Male,37,Electronics,5,Mobile,1
45,Female,21,Books,16,Mobile,0
33,Female,49,Books,4,Tablet,1
24,Male,21,Electronics,10,Tablet,1
32,Male,41,Books,19,Mobile,0
27,Male,29,Books,19,Desktop,1
46,Female,5,Books,5,Mobile,0
51,Male,22,Books,16,Desktop,1
49,Male,32,Books,9,Tablet,1
64,Male,48,Electronics,12,Tablet,0
39,Male,23,Books,1,Desktop,0
26,Female,9,Books,10,Desktop,0
64,Female,48,Clothing,5,Tablet,0
61,Male,25,Clothing,19,Desktop,0
57,Male,30,Electronics,12,Desktop,0
41,Female,42,Electronics,3,Tablet,0
18,Male,41,Books,14,Tablet,0
49,Female,46,Electronics,1,Tablet,1
20,Female,44,Clothing,19,Mobile,0
34,Male,40,Electronics,5,Desktop,1
64,Male,24,Clothing,13,Desktop,1
27,Male,46,Clothing,11,Desktop,1
41,Female,7,Books,14,Tablet,1
29,Female,39,Electronics,16,Desktop,0
44,Male,38,Clothing,6,Desktop,1
27,Female,7,Books,1,Mobile,0
40,Male,17,Electronics,9,Mobile,0
31,Male,48,Clothing,16,Desktop,1
46,Male,20,Books,1,Desktop,0
37,Female,25,Electronics,16,Mobile,0
38,Male,12,Books,17,Mobile,0
38,Male,34,Books,13,Desktop,1
59,Female,29,Clothing,13,Mobile,0
35,Male,42,Electronics,3,Tablet,1
24,Male,5,Electronics,19,Tablet,0
24,Male,49,Clothing,1,Mobile,0
52,Male,35,Books,16,Tablet,0
49,Male,28,Electronics,8,Mobile,1
62,Male,33,Electronics,5,Desktop,0
19,Male,21,Electronics,12,Tablet,1
27,Male,27,Electronics,15,Desktop,0
47,Male,16,Clothing,12,Mobile,1
26,Male,43,Electronics,1,Mobile,1
34,Male,33,Electronics,15,Mobile,0
33,Male,33,Electronics,4,Mobile,1
35,Male,45,Books,11,Desktop,1
41,Female,47,Electronics,8,Mobile,1
46,Female,5,Clothing,9,Tablet,1
23,Male,29,Books,1,Tablet,1
48,Male,38,Electronics,10,Desktop,0
39,Male,46,Books,17,Tablet,1
20,Male,18,Clothing,8,Mobile,0
56,Male,17,Electronics,11,Desktop,0
63,Male,6,Clothing,14,Desktop,0
39,Male,25,Books,4,Mobile,0
20,Male,28,Electronics,16,Tablet,0
35,Male,9,Books,7,Mobile,0
30,Female,47,Electronics,3,Mobile,1
20,Female,37,Books,12,Desktop,1
19,Male,6,Clothing,19,Desktop,1
23,Female,39,Electronics,15,Mobile,0
39,Female,39,Electronics,9,Tablet,1
22,Male,10,Electronics,1,Desktop,0
45,Male,30,Electronics,13,Mobile,1
50,Male,27,Electronics,3,Desktop,1
38,Male,24,Clothing,7,Mobile,1
19,Male,34,Clothing,1,Desktop,0
27,Female,26,Books,9,Tablet,1
20,Male,17,Clothing,17,Mobile,1
61,Male,34,Clothing,7,Tablet,0
43,Male,31,Books,14,Desktop,1
44,Male,38,Clothing,6,Desktop,1
34,Male,39,Electronics,12,Desktop,0
52,Female,29,Books,4,Mobile,0
61,Male,34,Books,6,Mobile,0
33,Female,40,Electronics,11,Desktop,1
41,Male,25,Books,9,Desktop,0
63,Female,11,Books,16,Mobile,1
29,Female,9,Electronics,2,Desktop,0
58,Female,25,Electronics,6,Tablet,0
20,Male,13,Electronics,17,Desktop,0
55,Female,36,Books,7,Tablet,0
61,Female,38,Books,19,Mobile,0
64,Male,36,Clothing,17,Tablet,1
39,Female,15,Electronics,19,Tablet,1
56,Female,42,Clothing,12,Mobile,0
44,Male,46,Electronics,16,Tablet,1
41,Male,34,Electronics,8,Mobile,1
44,Male,49,Electronics,5,Tablet,1
57,Female,29,Electronics,17,Mobile,0
18,Female,35,Clothing,15,Desktop,0
37,Male,40,Books,8,Tablet,0
50,Female,28,Electronics,2,Mobile,1
37,Female,25,Books,13,Desktop,0
26,Male,39,Books,18,Tablet,1
18,Male,35,Clothing,19,Mobile,0
38,Male,17,Electronics,17,Desktop,0
52,Female,17,Clothing,3,Desktop,1
25,Female,11,Clothing,7,Desktop,0
21,Male,38,Clothing,5,Mobile,1
21,Female,45,Clothing,2,Tablet,1
30,Female,9,Electronics,1,Desktop,0
31,Female,9,Clothing,18,Mobile,0
54,Male,43,Clothing,13,Mobile,1
43,Male,19,Clothing,13,Desktop,0
47,Female,30,Clothing,10,Tablet,0
18,Female,29,Electronics,18,Tablet,0
49,Male,19,Books,13,Mobile,1
36,Male,23,Electronics,14,Desktop,1
62,Female,18,Books,16,Tablet,1
61,Female,17,Books,3,Desktop,0
31,Male,43,Books,10,Tablet,1
47,Female,42,Books,2,Desktop,0
54,Male,5,Electronics,19,Mobile,1
52,Male,31,Electronics,5,Desktop,1
30,Male,45,Clothing,9,Tablet,0
51,Male,29,Books,16,Desktop,1
36,Male,10,Books,16,Mobile,0
22,Male,8,Electronics,6,Mobile,0
33,Male,15,Clothing,9,Desktop,0
49,Female,13,Clothing,18,Tablet,1
52,Male,16,Clothing,1,Desktop,1
33,Female,35,Clothing,13,Mobile,0
57,Male,6,Books,6,Tablet,1
49,Female,8,Clothing,11,Mobile,0
30,Male,32,Electronics,3,Mobile,0
20,Female,11,Books,2,Desktop,1
45,Male,7,Clothing,2,Desktop,0
43,Male,8,Clothing,11,Tablet,1
25,Male,16,Books,6,Mobile,0
58,Male,5,Books,19,Desktop,0
24,Female,49,Electronics,19,Tablet,0
37,Male,28,Electronics,18,Desktop,0
26,Male,20,Clothing,7,Desktop,1
51,Male,46,Books,7,Tablet,0
45,Female,22,Books,13,Tablet,0
56,Male,36,Clothing,4,Mobile,1
38,Male,43,Electronics,5,Mobile,0
20,Female,10,Clothing,12,Desktop,0
42,Male,14,Electronics,16,Mobile,0
43,Female,48,Books,16,Tablet,0
62,Female,8,Clothing,3,Tablet,0
44,Male,47,Clothing,19,Tablet,0
55,Male,12,Books,5,Mobile,0
19,Female,6,Electronics,6,Mobile,1
56,Male,21,Books,19,Mobile,1
59,Male,39,Books,9,Desktop,0
24,Female,48,Clothing,10,Tablet,1
47,Female,8,Electronics,6,Tablet,1
57,Female,35,Electronics,13,Tablet,1
18,Male,25,Clothing,12,Mobile,0
30,Male,38,Electronics,9,Tablet,1
19,Female,35,Clothing,3,Desktop,0
56,Male,34,Electronics,7,Tablet,0
30,Female,40,Clothing,7,Tablet,0
18,Female,36,Clothing,11,Mobile,0
20,Male,27,Clothing,8,Tablet,1
39,Male,12,Clothing,13,Mobile,1
38,Female,23,Electronics,9,Desktop,0
38,Female,30,Clothing,18,Mobile,0
32,Male,8,Clothing,7,Mobile,1
46,Female,36,Electronics,15,Tablet,0
43,Female,49,Clothing,2,Mobile,1
48,Male,41,Clothing,13,Desktop,0
41,Female,17,Books,17,Mobile,1
60,Male,36,Clothing,1,Tablet,0
24,Female,37,Clothing,7,Desktop,1
23,Male,44,Electronics,6,Tablet,0
44,Female,37,Books,17,Tablet,1
49,Male,23,Electronics,1,Tablet,0
34,Male,41,Electronics,11,Mobile,0
20,Female,47,Electronics,2,Desktop,1
53,Female,25,Clothing,8,Mobile,1
24,Female,36,Electronics,18,Desktop,1
27,Female,33,Books,10,Tablet,0
20,Male,28,Clothing,8,Desktop,0
36,Male,14,Clothing,15,Mobile,0
40,Female,12,Clothing,15,Mobile,0
25,Male,47,Electronics,14,Tablet,0
28,Female,33,Electronics,6,Desktop,1
40,Male,39,Electronics,1,Tablet,1
32,Female,26,Electronics,9,Desktop,1
34,Female,41,Books,8,Mobile,0
55,Female,28,Clothing,18,Mobile,1
31,Male,17,Electronics,4,Mobile,1
28,Male,42,Clothing,16,Desktop,0
63,Female,29,Electronics,4,Mobile,1
46,Male,37,Clothing,4,Mobile,0
22,Female,46,Electronics,19,Desktop,0
24,Female,48,Electronics,8,Desktop,0
39,Male,43,Clothing,10,Tablet,1
34,Male,30,Clothing,6,Desktop,0
56,Female,34,Books,17,Desktop,0
57,Female,15,Books,17,Desktop,0
36,Male,35,Clothing,11,Desktop,1
21,Male,25,Books,10,Desktop,1
23,Male,44,Clothing,4,Mobile,0
54,Female,12,Clothing,10,Tablet,0
64,Male,49,Electronics,8,Desktop,0
53,Female,11,Clothing,9,Mobile,1
37,Female,34,Electronics,7,Tablet,1
28,Male,12,Clothing,1,Tablet,0
50,Male,39,Books,13,Tablet,1
26,Male,18,Clothing,16,Desktop,0
26,Male,29,Electronics,2,Mobile,0
62,Male,32,Clothing,15,Mobile,0
42,Female,20,Electronics,17,Desktop,1
56,Male,44,Electronics,16,Desktop,1
44,Female,12,Clothing,13,Mobile,1
29,Female,41,Electronics,8,Desktop,0
26,Female,44,Clothing,18,Tablet,1
28,Male,34,Electronics,15,Desktop,0
53,Female,14,Clothing,4,Desktop,1
44,Male,10,Books,7,Mobile,0
21,Female,12,Clothing,3,Tablet,0
27,Male,34,Books,4,Mobile,1
44,Female,34,Books,9,Tablet,1
58,Male,48,Clothing,8,Tablet,1
40,Male,12,Electronics,2,Desktop,1
23,Female,12,Electronics,9,Mobile,1
23,Female,8,Books,17,Mobile,1
43,Male,44,Electronics,11,Mobile,1
21,Female,13,Books,18,Mobile,0
22,Male,18,Clothing,19,Mobile,0
61,Female,25,Books,6,Desktop,1
59,Male,23,Electronics,9,Mobile,1
58,Female,46,Books,9,Tablet,0
35,Female,39,Electronics,12,Mobile,1
44,Male,13,Books,12,Mobile,1
27,Female,18,Electronics,8,Mobile,1
40,Female,40,Books,19,Desktop,1
46,Female,32,Books,18,Desktop,1
35,Male,27,Clothing,1,Tablet,0
20,Female,47,Electronics,8,Desktop,0
39,Female,14,Clothing,10,Mobile,0
24,Male,8,Books,18,Desktop,1
20,Male,49,Books,11,Mobile,1
55,Male,29,Books,6,Desktop,1
43,Male,23,Electronics,13,Tablet,1
31,Female,31,Books,14,Desktop,0
26,Male,44,Clothing,11,Desktop,0
18,Male,21,Clothing,11,Mobile,1
57,Male,26,Electronics,3,Mobile,0
26,Female,36,Books,18,Desktop,1
36,Female,7,Books,16,Mobile,0
41,Female,14,Books,9,Tablet,0
41,Male,30,Books,15,Desktop,0
41,Male,25,Clothing,3,Tablet,1
39,Male,30,Clothing,19,Mobile,1
60,Male,27,Clothing,6,Tablet,1
28,Female,40,Clothing,4,Mobile,1
26,Male,12,Books,2,Tablet,1
30,Male,8,Books,18,Desktop,0
56,Male,22,Clothing,17,Mobile,0
53,Female,49,Books,13,Mobile,1
28,Female,14,Clothing,5,Desktop,0
21,Female,13,Books,13,Desktop,1
52,Male,25,Books,11,Mobile,1
35,Female,18,Clothing,2,Tablet,0
47,Male,43,Clothing,11,Mobile,0
44,Female,16,Clothing,1,Desktop,0
36,Female,40,Books,3,Tablet,0
60,Female,33,Electronics,8,Tablet,1
50,Female,17,Books,19,Tablet,1
44,Male,35,Clothing,6,Desktop,1
61,Female,14,Books,17,Mobile,1
28,Male,18,Electronics,10,Tablet,1
41,Male,20,Electronics,18,Desktop,1
21,Female,20,Books,11,Desktop,1
39,Male,27,Electronics,15,Tablet,1
32,Female,26,Books,4,Tablet,1
49,Female,40,Clothing,9,Desktop,1
50,Male,21,Electronics,17,Desktop,0
30,Male,44,Clothing,13,Desktop,0
36,Male,16,Electronics,1,Tablet,1
21,Male,43,Electronics,16,Mobile,1
31,Female,37,Books,19,Mobile,0
18,Female,37,Clothing,2,Tablet,0
43,Female,13,Clothing,2,Tablet,0
58,Male,38,Clothing,19,Desktop,1
29,Female,18,Electronics,19,Tablet,0
44,Male,47,Clothing,11,Tablet,0
41,Female,37,Electronics,9,Desktop,0
64,Female,19,Clothing,6,Desktop,1
27,Female,30,Electronics,4,Mobile,0
37,Female,20,Electronics,17,Tablet,0
29,Female,45,Books,12,Mobile,0
26,Male,46,Books,6,Desktop,0
50,Male,42,Electronics,5,Mobile,1
35,Male,7,Clothing,14,Desktop,0
49,Male,19,Books,14,Desktop,0
38,Female,35,Clothing,18,Tablet,1
63,Male,34,Electronics,15,Desktop,1
31,Female,19,Electronics,1,Desktop,0
64,Female,44,Books,12,Desktop,1
45,Male,27,Clothing,18,Mobile,0
62,Female,30,Electronics,11,Desktop,0
30,Female,14,Electronics,6,Tablet,1
57,Female,36,Electronics,11,Desktop,0
59,Male,16,Electronics,2,Mobile,1
53,Female,20,Electronics,18,Tablet,1
33,Male,45,Clothing,9,Mobile,1
39,Female,11,Books,10,Mobile,0
19,Male,12,Electronics,2,Desktop,0
37,Male,6,Electronics,1,Desktop,1
23,Male,16,Books,14,Desktop,1
42,Female,5,Books,9,Desktop,0
62,Female,48,Clothing,7,Tablet,0
47,Male,11,Books,6,Mobile,1
56,Male,7,Clothing,10,Desktop,1
45,Female,26,Clothing,6,Desktop,0
43,Female,9,Electronics,5,Mobile,1
30,Female,41,Electronics,12,Tablet,1
50,Male,44,Clothing,9,Mobile,1
35,Female,9,Clothing,13,Desktop,0
37,Male,24,Books,19,Tablet,0
38,Male,8,Books,3,Tablet,0
44,Female,47,Electronics,2,Mobile,1
22,Female,9,Clothing,8,Mobile,1
60,Female,40,Clothing,16,Desktop,1
57,Male,15,Electronics,6,Desktop,0
46,Female,44,Clothing,15,Mobile,0
22,Male,16,Electronics,16,Mobile,0
22,Male,22,Electronics,10,Mobile,1
62,Male,27,Electronics,9,Tablet,0
31,Female,23,Electronics,3,Tablet,0
55,Male,7,Books,16,Tablet,1
53,Male,24,Clothing,14,Mobile,1
32,Male,13,Electronics,4,Mobile,0
47,Male,7,Electronics,10,Tablet,0
30,Male,7,Clothing,16,Mobile,1
61,Male,10,Books,8,Desktop,1
38,Male,19,Electronics,5,Desktop,1
23,Female,18,Books,13,Desktop,0
34,Female,19,Clothing,9,Tablet,1
27,Female,15,Clothing,12,Mobile,0
23,Female,48,Clothing,8,Mobile,1
22,Male,24,Books,19,Mobile,0
22,Female,19,Books,2,Desktop,1
51,Female,17,Books,12,Desktop,0
29,Female,6,Electronics,3,Tablet,1
62,Female,23,Electronics,19,Mobile,0
51,Male,45,Clothing,9,Mobile,1
19,Male,15,Clothing,3,Tablet,0
46,Male,36,Books,15,Tablet,0
26,Female,19,Books,7,Mobile,1
45,Male,39,Electronics,3,Desktop,1
49,Male,18,Electronics,11,Mobile,1
20,Male,32,Books,9,Desktop,0
29,Female,16,Clothing,7,Tablet,0
24,Female,22,Clothing,3,Tablet,1
42,Female,46,Clothing,10,Mobile,1
50,Female,15,Clothing,13,Mobile,0
44,Female,30,Electronics,13,Mobile,1
20,Male,12,Books,13,Desktop,1
26,Female,47,Clothing,19,Mobile,1
24,Male,6,Electronics,7,Desktop,0
22,Female,39,Electronics,6,Mobile,0
39,Female,48,Electronics,14,Mobile,0
27,Female,42,Clothing,19,Mobile,1
41,Female,25,Electronics,14,Mobile,0
23,Male,42,Books,4,Mobile,0
35,Male,31,Clothing,1,Mobile,0
51,Female,36,Books,13,Mobile,0
31,Male,35,Electronics,19,Desktop,1
50,Female,9,Books,5,Desktop,0
49,Female,20,Clothing,19,Desktop,0
55,Male,17,Electronics,13,Tablet,1
43,Male,9,Electronics,14,Tablet,1
60,Male,24,Clothing,3,Desktop,0
19,Male,6,Clothing,17,Mobile,0
44,Male,8,Clothing,17,Desktop,1
36,Male,28,Clothing,4,Tablet,0
21,Male,20,Clothing,15,Desktop,1
36,Male,7,Electronics,6,Mobile,1
40,Male,11,Clothing,6,Tablet,1
47,Female,14,Electronics,2,Mobile,1
46,Female,27,Books,17,Desktop,1
22,Male,10,Books,16,Tablet,1
23,Male,18,Clothing,4,Tablet,0
26,Female,48,Electronics,16,Tablet,0
39,Male,48,Electronics,2,Mobile,1
58,Female,26,Clothing,12,Mobile,1
19,Female,14,Books,9,Mobile,0
62,Female,43,Electronics,17,Desktop,0
56,Female,10,Clothing,8,Desktop,0
39,Male,44,Clothing,8,Mobile,0
48,Male,44,Clothing,15,Mobile,1
51,Male,7,Electronics,18,Mobile,0
61,Female,15,Clothing,1,Mobile,1
55,Male,23,Clothing,3,Tablet,0
53,Female,43,Clothing,1,Mobile,0
36,Female,39,Clothing,10,Desktop,1
61,Male,38,Clothing,1,Tablet,0
22,Female,23,Books,9,Mobile,0
24,Male,25,Books,2,Tablet,0
32,Male,38,Clothing,15,Mobile,0
62,Male,43,Clothing,12,Tablet,0
40,Male,44,Electronics,11,Mobile,1
47,Female,41,Electronics,10,Mobile,1
56,Female,29,Clothing,4,Mobile,0
64,Female,7,Clothing,11,Desktop,0
62,Male,8,Books,16,Desktop,0
53,Male,18,Electronics,8,Desktop,1
46,Male,34,Books,6,Desktop,1
32,Female,11,Books,10,Desktop,1
50,Male,19,Electronics,10,Tablet,1
39,Male,24,Books,9,Tablet,0
52,Female,38,Clothing,18,Desktop,0
52,Male,33,Clothing,2,Tablet,0
55,Female,38,Clothing,3,Tablet,1
36,Female,49,Books,16,Tablet,0
53,Male,12,Electronics,6,Tablet,1
43,Female,32,Clothing,7,Desktop,1
25,Female,31,Electronics,10,Mobile,0
41,Female,10,Electronics,2,Tablet,0
21,Female,10,Books,14,Mobile,0
21,Male,33,Clothing,11,Tablet,1
31,Male,18,Books,14,Mobile,1
53,Male,33,Clothing,2,Tablet,1
49,Male,35,Clothing,1,Desktop,0
35,Male,46,Clothing,15,Tablet,0
20,Female,26,Electronics,10,Tablet,1
54,Male,17,Books,6,Mobile,0
55,Female,30,Clothing,4,Mobile,1
61,Female,45,Books,9,Mobile,1
57,Male,29,Electronics,8,Tablet,0
25,Female,44,Electronics,10,Mobile,0
28,Female,42,Clothing,3,Tablet,0
54,Male,5,Clothing,16,Tablet,0
40,Male,42,Books,1,Desktop,1
19,Female,37,Clothing,3,Tablet,0
35,Male,43,Books,15,Tablet,0
38,Female,21,Books,15,Mobile,0
59,Female,7,Books,1,Mobile,0
52,Female,21,Books,14,Desktop,0
57,Female,22,Electronics,1,Mobile,1
59,Male,34,Clothing,9,Tablet,1
28,Female,13,Books,1,Mobile,0
55,Female,13,Books,14,Desktop,0
46,Female,42,Books,10,Tablet,0
46,Female,17,Books,4,Tablet,1
35,Male,17,Books,10,Mobile,0
40,Female,16,Clothing,7,Tablet,0
29,Male,17,Electronics,3,Tablet,1
44,Male,22,Books,10,Mobile,0
31,Female,16,Electronics,4,Tablet,1
20,Male,44,Electronics,16,Desktop,1
45,Male,27,Books,1,Tablet,1
54,Female,48,Electronics,17,Tablet,1
49,Female,23,Clothing,2,Desktop,1
57,Female,38,Electronics,12,Tablet,0
33,Female,11,Clothing,12,Mobile,0
60,Male,29,Electronics,9,Tablet,0
20,Male,19,Clothing,8,Tablet,0
33,Male,28,Electronics,3,Desktop,1
59,Male,46,Electronics,7,Tablet,0
45,Female,17,Books,18,Tablet,1
39,Male,9,Electronics,8,Desktop,1
33,Female,10,Electronics,10,Desktop,1
28,Female,8,Books,4,Tablet,0
43,Female,29,Electronics,7,Desktop,0
22,Female,49,Clothing,1,Mobile,1
58,Female,43,Books,1,Mobile,0
26,Female,25,Clothing,12,Mobile,0
25,Male,22,Clothing,15,Tablet,1
32,Male,43,Electronics,6,Desktop,0
32,Female,38,Electronics,19,Desktop,0
55,Male,25,Books,6,Desktop,0
21,Male,13,Books,19,Desktop,0
45,Female,15,Books,6,Tablet,0
55,Male,23,Clothing,13,Desktop,1
57,Male,15,Clothing,12,Desktop,0
51,Female,11,Electronics,16,Desktop,1
20,Male,7,Books,4,Tablet,1
46,Male,26,Electronics,19,Desktop,0
55,Male,32,Clothing,1,Tablet,0
31,Male,18,Books,15,Desktop,1
26,Female,29,Books,18,Desktop,0
46,Female,7,Electronics,13,Desktop,0
22,Female,43,Books,5,Desktop,1
19,Male,7,Books,17,Mobile,1
64,Male,14,Electronics,2,Desktop,0
26,Male,31,Electronics,11,Mobile,1
53,Male,21,Electronics,5,Mobile,0
59,Male,6,Books,2,Tablet,1
37,Male,6,Clothing,2,Mobile,1
37,Male,19,Clothing,18,Desktop,1
46,Male,48,Electronics,4,Mobile,1
31,Female,12,Clothing,17,Desktop,1
21,Female,5,Books,9,Desktop,0
22,Female,38,Books,16,Mobile,0
48,Male,10,Books,16,Tablet,1
24,Male,30,Electronics,4,Desktop,0
25,Male,38,Clothing,5,Desktop,1
28,Female,23,Electronics,8,Desktop,0
64,Male,8,Electronics,17,Tablet,0
33,Male,8,Clothing,10,Mobile,0
20,Male,13,Books,5,Mobile,0
37,Male,26,Clothing,4,Tablet,1
50,Female,28,Electronics,7,Desktop,1
21,Male,16,Electronics,15,Desktop,0
39,Female,34,Books,7,Desktop,1
51,Female,23,Clothing,9,Desktop,1
30,Male,33,Books,14,Desktop,1
24,Female,38,Clothing,5,Desktop,0
61,Male,44,Books,6,Mobile,0
25,Male,25,Clothing,16,Desktop,0
63,Female,29,Electronics,9,Mobile,1
29,Male,48,Clothing,8,Desktop,0
57,Female,29,Books,12,Mobile,1
50,Female,28,Books,15,Desktop,1
50,Male,12,Books,10,Tablet,1
47,Female,21,Books,3,Tablet,0
61,Female,37,Clothing,6,Mobile,1
21,Female,11,Electronics,4,Desktop,1
26,Female,43,Clothing,15,Tablet,1
25,Female,41,Books,12,Mobile,1
18,Male,27,Clothing,3,Desktop,1
36,Female,32,Clothing,3,Mobile,0
34,Female,41,Books,11,Mobile,1
31,Male,7,Electronics,12,Desktop,1
28,Male,41,Books,16,Desktop,1
41,Female,32,Books,18,Tablet,0
52,Female,9,Electronics,13,Desktop,0
64,Male,42,Clothing,13,Mobile,0
32,Male,26,Clothing,11,Mobile,1
29,Female,15,Clothing,3,Desktop,1
47,Female,20,Books,5,Desktop,0
51,Male,38,Books,7,Desktop,1
20,Female,34,Books,12,Tablet,0
49,Male,36,Clothing,6,Mobile,0
58,Male,47,Books,5,Desktop,1
64,Male,24,Books,17,Tablet,0
30,Female,17,Electronics,2,Desktop,0
34,Male,21,Books,9,Desktop,1
47,Female,17,Electronics,10,Mobile,1
27,Female,25,Electronics,13,Desktop,0
46,Female,39,Clothing,1,Mobile,0
56,Male,40,Electronics,4,Desktop,0
58,Female,38,Clothing,15,Mobile,0
41,Male,15,Books,4,Tablet,1
55,Male,23,Electronics,5,Tablet,1
33,Female,22,Electronics,8,Mobile,0
52,Male,41,Books,16,Desktop,0
46,Male,32,Books,5,Tablet,0
18,Female,41,Electronics,15,Mobile,1
41,Female,28,Books,8,Desktop,1
64,Male,19,Electronics,14,Mobile,0
27,Male,36,Clothing,10,Mobile,1
39,Female,11,Books,3,Desktop,0
40,Male,29,Books,12,Mobile,1
32,Male,37,Books,1,Tablet,0
33,Male,40,Clothing,16,Tablet,1
44,Male,14,Electronics,6,Mobile,0
42,Female,49,Books,14,Tablet,1
55,Female,20,Books,8,Desktop,0
29,Female,34,Clothing,16,Desktop,0
